Site,Unit_ID,Pasture_Type,Treatment,Point_ID,Year,Season,Species_Code,Species_Name,Sampling_Type,Live_Species_Cover_pct,Standing_Dead_Cover_pct,Total_Species_Cover_pct,Comments
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,342,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,350,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,351,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,352,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,355,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,356,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,357,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,141,2016,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,1466,2017,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,1351,2017,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,1355,2017,Fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,3539,2018,fall,DESHET,Desmodium heterocarpon,cover,1,0,1,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3331,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3332,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3334,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3336,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3666,2018,fall,DESHET,Desmodium heterocarpon,cover,4,0,4,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3667,2018,fall,DESHET,Desmodium heterocarpon,cover,30,0,30,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,3668,2018,fall,DESHET,Desmodium heterocarpon,cover,1,0,1,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,3345,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3350,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3352,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3353,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3357,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3358,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3359,2018,fall,DESHET,Desmodium heterocarpon,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3678,2018,fall,DESHET,Desmodium heterocarpon,cover,1,0,1,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,3679,2018,fall,DESHET,Desmodium heterocarpon,cover,5,0,5,NA
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,3564,2018,fall,DESHET,Desmodium heterocarpon,cover,2,0,2,NA
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,4212,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,4138,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,4144,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,4146,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,4077,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,4045,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,4068,2019,spring,DESHET,Desmodium heterocarpon,cover,6,0,6,DESHET
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,4227,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,4230,2019,spring,DESHET,Desmodium heterocarpon,cover,4,0,4,DESHET
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,4235,2019,spring,DESHET,Desmodium heterocarpon,cover,5,0,5,DESHET
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,4236,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,4238,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,4240,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4243,2019,spring,DESHET,Desmodium heterocarpon,cover,4,0,4,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4244,2019,spring,DESHET,Desmodium heterocarpon,cover,3,0,3,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4245,2019,spring,DESHET,Desmodium heterocarpon,cover,4,0,4,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4247,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4252,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4253,2019,spring,DESHET,Desmodium heterocarpon,cover,4,0,4,DESHET
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,4255,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,4257,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,4258,2019,spring,DESHET,Desmodium heterocarpon,cover,3,0,3,DESHET
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,4259,2019,spring,DESHET,Desmodium heterocarpon,cover,4,0,4,DESHET
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,4261,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,4263,2019,spring,DESHET,Desmodium heterocarpon,cover,15,0,15,DESHET
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,4270,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Tropical_West_Block_2_Sector_1,IMP,ASP,4375,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,4402,2019,spring,DESHET,Desmodium heterocarpon,cover,3,0,3,DESHET
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,4407,2019,spring,DESHET,Desmodium heterocarpon,cover,5,0,5,DESHET
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,4408,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,4418,2019,spring,DESHET,Desmodium heterocarpon,cover,6,0,6,DESHET
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,4046,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,Burned point
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,4048,2019,spring,DESHET,Desmodium heterocarpon,cover,1,0,1,DESHET
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,4055,2019,spring,DESHET,Desmodium heterocarpon,cover,2,0,2,DESHET
ABS-UF,Summer_6_Block_Sector_1,IMP,ASP,4671,2019,spring,DESHET,Desmodium heterocarpon,cover,20,0,20,DESHET
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,456,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_1,IMP,BAU,465,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,469,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,470,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,471,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_2,IMP,BAU,475,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,484,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,487,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_1_Sector_3,IMP,BAU,491,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,662,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,663,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,664,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,666,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,668,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,669,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,670,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,671,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,673,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,674,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_1,IMP,BAU,675,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,571,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,572,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,573,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,574,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,577,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,578,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,579,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,581,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,582,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,583,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,584,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_2,IMP,BAU,585,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,676,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,677,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,678,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,679,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,680,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,681,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,683,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,685,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,686,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,689,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_1_Sector_3,IMP,BAU,690,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,691,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,694,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,701,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,703,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_1,IMP,ASP,704,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,542,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,546,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,548,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,549,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,550,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_2,IMP,ASP,554,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,709,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_East_Block_2_Sector_3,IMP,ASP,715,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,316,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,321,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,322,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,323,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,324,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,325,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,327,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,328,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,329,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_1,IMP,BAU,330,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,331,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,332,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,334,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,336,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,338,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,339,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,340,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_2,IMP,BAU,342,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,346,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,347,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,348,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,349,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,350,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,351,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,352,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,354,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,355,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,356,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,357,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,359,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Shop_Field_Block_Sector_3,IMP,BAU,360,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_2,IMP,ASP,33,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_2,IMP,ASP,35,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_2,IMP,ASP,37,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,corrected from I.3.51
ABS-UF,Tropical_West_Block_2_Sector_2,IMP,ASP,40,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,19,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,corrected  from I.2.19
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,23,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,27,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,29,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,corrected  from I.2.29
ABS-UF,Tropical_West_Block_2_Sector_3,IMP,ASP,30,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,136,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,138,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,139,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,141,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,142,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,145,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,146,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,147,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,148,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,149,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_1,IMP,ASP,150,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,151,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,153,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,154,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,156,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,157,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,158,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,159,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,162,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,163,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,164,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_2,IMP,ASP,165,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,166,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,167,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,168,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,169,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,170,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,171,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,172,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,173,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,174,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,175,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,176,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,177,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,178,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
ABS-UF,Griffin_Park_Block_Sector_3,IMP,ASP,179,2016,Fall,DESINC,Desmodium incanum,presence,NA,NA,NA,NA
